Unique-id,namea,OffTask,Avgright,Avgbug,Avghelp,Avgchoice,Avgstring,Avgnumber,Avgpoint,Avgpchange,Avgtime,AvgtimeSDnormed,Avgtimelast3SDnormed,Avgtimelast5SDnormed,Avgnotright,Avghowmanywrong-up,Avghelppct-up,Avgwrongpct-up,Avgtimeperact-up,AvgPrev3Count-up,AvgPrev5Count-up,Avgrecent8help,Avg recent5wrong,Avgmanywrong-up,AvgasymptoteA-up,AvgasymptoteB-up,right,bug,pknow-1,Pknow-2,pchange,time,timeSDnormed,timelast3SDnormed,timelast5SDnormed,notright,howmanywrong-up,wrongpct-up,timeperact-up,Prev3Count-up,Prev5Count-up, recent5wrong,manywrong-up,Behaviour,Pchange_so_far,right_so_far,pknow-1_right,Pknow-2_right,pct_wrong,tsd_wrong,conuts-prev3,conuts-prev5,tsd_prev3,tsd_prev5
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-95,stuZbsj5kw,N,0.0,0.0,0,0,0,0,0,1.0,13.0,-0.425417017,-0.565666996,0.467200013,1.0,5.5,0,9.5,18.5770751,1.5,1.5,0,1.5,0.0,0,0,0,0,-1.0,0.999998034,1,20,-0.138125525,-0.583996559,-0.692011384,1,6,10,18.60869565,2,2,2,0,ON TASK,1,1,-0.0,0.0,1.663893510815308,-1.38125525,2,2,-1.167993118,-1.384022768
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-96,stuZkagkh6,N,1.0,0.0,0,0,0,0,0,0.0,6.0,0.0,1.919803804,1.824485754,0.0,0.0,0,0.0,6.125,0.0,0.0,0,2.0,0.0,0,0,1,0,0.999999992,0.999999992,0,6,0.0,1.919803804,1.824485754,0,0,0,6.125,0,0,2,0,ON TASK,0,0,0.999999992,0.999999992,0.0,0.0,0,0,0.0,0.0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-98,stuZ4lwb76,N,0.5,0.5,0,0,0,0,0,0.0,7.0,-0.552870117,-0.034973136,0.35679932,0.5,1.5,0,0.5,9.166666667,0.0,0.0,0,0.0,0.0,0,0,0,1,0.28609832,0.28609832,0,14,-0.198801459,-0.547528516,-0.496443311,1,1,1,14.0,0,0,0,0,ON TASK,0,1,0.0,0.0,0.9900990099009901,-0.198801459,0,0,-0.0,-0.0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-99,stuZt7rs3h,N,0.0,1.0,0,0,0,0,0,1.0,34.0,5.491026231,0.635926943,6.728568397,1.0,3.0,0,1.0,34.0,2.0,2.0,0,2.0,0.0,0,0,0,1,-1.0,0.993259177,1,34,5.491026231,0.635926943,6.728568397,1,3,1,34.0,2,2,2,0,ON TASK,1,1,-0.0,0.0,0.33222591362126247,5.491026231,2,2,1.271853886,13.457136794
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-1,stuZlawq0v,Y,1.0,0.0,0,0,0,0,0,0.0,19.0,0.068264721,0.0,0.0,0.0,0.0,0,0.0,19.0,0.0,0.0,0,0.0,0.0,0,0,1,0,0.888286674,0.888286674,0,19,0.068264721,0.0,0.0,0,0,0,19.0,0,0,0,0,OFF TASK,0,0,0.888286674,0.888286674,0.0,0.0,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-10,stuZbju6cm,N,1.0,0.0,0,0,0,0,0,0.0,23.0,1.027018122,0.651777553,-0.630225486,0.0,0.0,0,0.0,31.0,0.0,0.0,0,0.0,0.0,0,0,1,0,0.988464307,0.988464307,0,23,1.027018122,0.651777553,-0.630225486,0,0,0,31.0,0,0,0,0,ON TASK,0,0,0.988464307,0.988464307,0.0,0.0,0,0,0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-12,stuZz2vfqg,N,1.0,0.0,0,0,0,0,0,0.0,39.0,0.0,-0.66714614,-1.005973979,0.0,0.0,0,0.0,34.5,0.0,0.0,0,0.0,0.0,0,0,1,0,0.988464307,0.988464307,0,39,0.0,-0.66714614,-1.005973979,0,0,0,34.5,0,0,0,0,ON TASK,0,0,0.988464307,0.988464307,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-13,stuZzwgcq9,N,0.0,0.0,0,0,0,0,0,1.0,6.0,-0.648476733,1.827869905,1.454743749,1.0,2.0,0,3.0,11.0,1.0,1.0,0,1.0,0.0,0,0,0,0,-1.0,0.227491469,1,6,-0.648476733,1.827869905,1.454743749,1,2,3,11.0,1,1,1,0,ON TASK,1,1,-0.0,0.0,1.492537313432836,-1.945430199,1,1,1.827869905,1.454743749
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-14,stuZqof4gv,N,0.5,0.0,0,0,0,0,0,0.25,5.25,-0.177088761,-1.241725393,-2.285119225,0.5,0.75,0,0.0,4.625,0.25,0.25,0,0.0,0.0,0,0,0,0,-1.0,0.28609832,1,10,0.458877086,-1.16723213,-1.594742548,1,2,0,7.5,1,1,0,0,ON TASK,1,1,-0.0,0.0,0.0,0.0,1,1,-1.16723213,-1.594742548
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-15,stuZx59mub,N,0.0,0.0,0,0,0,0,0,0.0,11.0,0.084648494,-1.758734406,-1.358385514,1.0,1.0,0,1.0,11.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.28609832,0.28609832,0,11,0.084648494,-1.758734406,-1.358385514,1,1,1,11.0,0,0,0,0,ON TASK,0,1,0.0,0.0,0.9900990099009901,0.084648494,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-16,stuZw5vc19,N,0.666666667,0.0,0,0,0,0,0,0.0,8.0,-0.221713612,0.17283276,0.352962539,0.333333333,0.333333333,0,0.0,9.444444444,0.0,0.0,0,0.0,0.0,0,0,0,0,0.227491469,0.227491469,0,16,0.096662597,-0.033057541,0.09434551,1,1,0,7.666666667,0,0,0,0,ON TASK,0,1,0.0,0.0,0.0,0.0,0,0,-0.0,0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-19,stuZnhvc86,N,0.0,0.0,0,0,0,0,0,1.0,3.0,-0.660758829,0.646842589,-0.674675069,1.0,7.0,0,5.0,8.666666667,3.0,5.0,0,2.0,0.0,0,0,0,0,-1.0,0.227491469,1,3,-0.660758829,0.646842589,-0.674675069,1,7,5,8.666666667,3,5,2,0,ON TASK,1,1,-0.0,0.0,0.7132667617689016,-3.3037941450000003,3,5,1.940527767,-3.373375345
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-20,stuZdzt2zw,N,0.8,0.2,0,0,0,0,0,0.0,5.0,-0.414624071,-1.181938185,-1.6770142,0.2,1.0,0,0.4,6.65,0.0,0.0,0,0.0,0.0,0,0,0,1,0.227491469,0.227491469,0,13,0.423673086,-2.256925237,-2.470082926,1,1,2,13.0,0,0,0,0,ON TASK,0,1,0.0,0.0,1.9801980198019802,0.847346172,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-23,stuZ75arc5,N,0.666666667,0.0,0,0,0,0,0,0.333333333,3.666666667,-0.526169452,2.125380284,3.314883911,0.333333333,1.0,0,0.666666667,4.687301587,0.333333333,0.333333333,0,1.333333333,0.0,0,0,1,0,0.990826898,0.990826898,0,2,-0.684,-0.411856881,3.121783265,0,1,0,4.428571429,0,0,1,0,ON TASK,0,0,0.990826898,0.990826898,0.0,-0.0,0,0,-0.0,0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-26,stuZp2z1xx,N,0.0,0.25,0,0,0,0,0,1.0,5.5,-0.412482066,-1.440817791,-2.197991392,1.0,13.5,0,7.0,6.365277778,3.0,5.0,0,5.0,1.0,0,0,0,1,-1.0,0.28609832,1,7,-0.276901004,-1.37302726,-2.378766141,1,15,1,7.0,3,5,5,1,ON TASK,1,1,-0.0,0.0,0.06662225183211193,-0.276901004,3,5,-4.11908178,-11.893830705
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-28,stuZ4yabys,N,0.666666667,0.333333333,0,0,0,0,0,0.333333333,7.666666667,-0.112892941,0.475237952,0.38727074,0.333333333,0.666666667,0,0.333333333,4.927777778,0.333333333,0.333333333,0,0.666666667,0.0,0,0,1,0,0.999693349,0.999693349,0,9,0.053333333,-0.050565582,0.942709864,0,0,0,5.833333333,0,0,1,0,ON TASK,0,0,0.999693349,0.999693349,0.0,0.0,0,0,-0.0,0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-29,stuZchrz7k,N,0.0,1.0,0,0,0,0,0,0.0,18.0,2.523699954,-1.538468243,2.499626995,1.0,1.0,0,1.0,18.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0.28609832,0.28609832,0,18,2.523699954,-1.538468243,2.499626995,1,1,1,18.0,0,0,0,0,ON TASK,0,1,0.0,0.0,0.9900990099009901,2.523699954,0,0,-0.0,0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-3,stuZchrz7k,N,0.0,0.0,0,0,0,0,0,0.0,17.0,0.572592238,0.562950266,1.437346737,1.0,1.0,0,1.0,17.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.28609832,0.28609832,0,17,0.572592238,0.562950266,1.437346737,1,1,1,17.0,0,0,0,0,ON TASK,0,1,0.0,0.0,0.9900990099009901,0.572592238,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-30,stuZf5hc3l,N,1.0,0.0,0,0,0,0,0,0.0,22.0,0.339859138,0.91780991,-0.18830422,0.0,0.0,0,0.0,18.33333333,0.0,0.0,0,0.0,0.0,0,0,1,0,0.998916343,0.998916343,0,22,0.339859138,0.91780991,-0.18830422,0,0,0,18.33333333,0,0,0,0,ON TASK,0,0,0.998916343,0.998916343,0.0,0.0,0,0,0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-32,stuZu7hfhw,N,0.75,0.25,0,0,0,0,0,0.25,3.75,-0.558918127,-0.864677106,-1.074512088,0.25,0.75,0,0.25,9.341666667,0.25,0.25,0,1.0,0.0,0,0,0,1,0.28609832,0.28609832,0,8,-0.439366516,-1.796305993,-1.641197682,1,1,1,8.0,0,0,1,0,ON TASK,0,1,0.0,0.0,0.9900990099009901,-0.439366516,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-34,stuZe5mjun,N,1.0,0.0,0,0,0,0,0,0.666666667,5.666666667,-0.172581354,0.25414588,-0.079561826,0.0,0.333333333,0,0.0,2.888888889,0.333333333,0.333333333,0,1.666666667,0.0,0,0,1,0,-1.0,0.988464307,1,17,1.20216467,-1.018434281,-0.818948276,0,0,0,8.666666667,0,0,1,0,ON TASK,1,0,-1.0,0.988464307,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-35,stuZy5vvzo,N,1.0,0.0,0,0,0,0,0,0.0,6.8,-0.321387588,-0.861207173,-0.866144903,0.0,0.2,0,0.0,6.553333333,0.0,0.0,0,0.0,0.0,0,0,1,0,0.998916343,0.998916343,0,23,0.540065774,-1.749999157,-2.087966947,0,0,0,15.66666667,0,0,0,0,ON TASK,0,0,0.998916343,0.998916343,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-36,stuZbju6cm,N,1.0,0.0,0,0,0,0,0,0.0,6.0,-0.346687668,-1.533581022,-0.09864108,0.0,0.0,0,0.0,8.25,0.0,0.0,0,0.0,0.0,0,0,1,0,0.998916343,0.998916343,0,6,-0.326086957,-1.281734776,-0.894880889,0,0,0,8.0,0,0,0,0,ON TASK,0,0,0.998916343,0.998916343,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-38,stuZz2vfqg,N,0.0,0.0,0,0,0,0,0,1.0,2.0,-0.786419753,1.656512919,1.792408417,1.0,2.0,0,3.0,15.11111111,1.0,1.0,0,4.0,0.0,0,0,0,0,-1.0,0.198773657,1,2,-0.786419753,1.656512919,1.792408417,1,2,3,15.11111111,1,1,4,0,ON TASK,1,1,-0.0,0.0,1.492537313432836,-2.359259259,1,1,1.656512919,1.792408417
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-39,stuZzwgcq9,N,1.0,0.0,0,0,0,0,0,0.0,4.5,-0.242663011,-1.411582891,-2.113074928,0.0,1.0,0,0.0,4.616666667,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999712286,0.999712286,0,14,1.42481203,-2.395464073,-2.835648174,0,1,0,9.666666667,0,0,0,0,ON TASK,0,0,0.999712286,0.999712286,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-4,stuZf5hc3l,N,0.833333333,0.0,0,0,0,0,0,0.0,26.33333333,0.959073238,0.015760833,0.700434369,0.166666667,0.166666667,0,0.0,21.27777778,0.0,0.0,0,0.0,0.0,0,0,0,0,0.735153049,0.735153049,0,140,8.095848596,-1.579605734,-2.341409165,1,1,0,70.0,0,0,0,0,ON TASK,0,1,0.0,0.0,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-41,stuZx59mub,N,1.0,0.0,0,0,0,0,0,0.0,10.66666667,-0.56846789,-1.026156306,-1.159704817,0.0,0.0,0,0.0,10.33333333,0.0,0.0,0,0.0,0.0,0,0,1,0,0.988464307,0.988464307,0,32,-0.011647255,-2.169559002,-1.59899485,0,0,0,31.0,0,0,0,0,ON TASK,0,0,0.988464307,0.988464307,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-42,stuZw5vc19,N,0.5,0.5,0,0,0,0,0,0.5,12.5,0.084837307,-1.908142627,-3.333857978,0.5,1.0,0,0.5,11.25,0.5,0.5,0,2.5,0.0,0,0,1,0,-1.0,0.888286674,1,14,0.205374786,-1.624634017,-2.929389452,0,1,0,11.5,1,1,3,0,ON TASK,1,0,-1.0,0.888286674,0.0,0.0,1,1,-1.624634017,-2.929389452
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-45,stuZnhvc86,N,1.0,0.0,0,0,0,0,0,0.0,3.6,-0.627523114,-1.849712611,-3.111907431,0.0,4.8,0,0.0,3.193939394,0.0,0.0,0,0.0,0.0,0,0,1,0,1.0,1.0,0,5,-0.539947676,-2.466054057,-3.146209835,0,0,0,4.833333333,0,0,0,0,ON TASK,0,0,1.0,1.0,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-50,stuZvj7632,N,1.0,0.0,0,0,0,0,0,1.0,14.0,0.68707483,2.92631152,3.194018657,0.0,0.0,0,0.0,12.45,0.0,1.0,0,2.0,0.0,0,0,1,0,-1.0,0.988464307,1,14,0.68707483,2.92631152,3.194018657,0,0,0,12.45,0,1,2,0,ON TASK,1,0,-1.0,0.988464307,0.0,0.0,0,1,0.0,3.194018657
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-52,stuZp2z1xx,N,1.0,0.0,0,0,0,0,0,0.0,21.0,0.506323594,-1.161051952,-1.408132625,0.0,0.0,0,0.0,15.0,0.0,0.0,0,1.0,0.0,0,0,1,0,0.988464307,0.988464307,0,21,0.506323594,-1.161051952,-1.408132625,0,0,0,15.0,0,0,1,0,ON TASK,0,0,0.988464307,0.988464307,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-54,stuZ4yabys,N,0.0,0.0,0,0,0,0,0,1.0,25.0,1.582336957,-1.410869565,-2.219021739,1.0,8.5,0,3.5,7.481818182,3.0,5.0,0,2.5,0.5,0,0,0,0,-1.0,0.941269597,1,46,3.668070652,-1.510190217,-2.715625,1,9,7,11.36363636,3,5,2,0,ON TASK,1,1,-0.0,0.0,0.7769145394006659,25.676494564,3,5,-4.530570651,-13.578125
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-56,stuZf5hc3l,N,1.0,0.0,0,0,0,0,0,0.0,8.0,0.275078446,0.728424649,-0.419427512,0.0,0.333333333,0,0.0,10.77777778,0.0,0.0,0,0.0,0.0,0,0,1,0,0.998916343,0.998916343,0,10,-0.118888394,1.76075849,0.152423785,0,0,0,15.33333333,0,0,0,0,ON TASK,0,0,0.998916343,0.998916343,0.0,-0.0,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-58,stuZu7hfhw,N,1.0,0.0,0,0,0,0,0,0.0,13.0,-0.003292181,-1.241131079,2.358747242,0.0,0.0,0,0.0,15.0,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999990623,0.999990623,0,13,-0.003292181,-1.241131079,2.358747242,0,0,0,15.0,0,0,0,0,ON TASK,0,0,0.999990623,0.999990623,0.0,-0.0,0,0,-0.0,0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-6,stuZu7hfhw,N,1.0,0.0,0,0,0,0,0,0.0,10.66666667,-0.045133464,-1.069886376,-1.146197673,0.0,0.0,0,0.0,8.511111111,0.0,0.0,0,1.0,0.0,0,0,1,0,0.998078435,0.998078435,0,19,0.669729588,-1.194018867,-1.81423131,0,0,0,10.2,0,0,1,0,ON TASK,0,0,0.998078435,0.998078435,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-60,stuZe5mjun,N,0.0,0.0,0,0,0,0,0,1.0,25.0,1.907247161,-0.79783533,-1.941437959,1.0,16.0,0,10.0,14.73333333,0.0,0.0,0,0.0,0.0,0,0,0,0,-1.0,0.735153049,1,25,1.907247161,-0.79783533,-1.941437959,1,16,10,14.73333333,0,0,0,0,ON TASK,1,1,-0.0,0.0,0.6246096189881324,19.07247161,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-61,stuZy5vvzo,N,1.0,0.0,0,0,0,0,0,0.0,8.0,-0.489344177,-0.353307787,-1.165641186,0.0,0.0,0,0.0,10.25,0.0,0.0,0,0.0,0.0,0,0,1,0,0.988464307,0.988464307,0,20,-0.002793296,-1.147057418,-1.09266844,0,0,0,24.0,0,0,0,0,ON TASK,0,0,0.988464307,0.988464307,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-64,stuZz2vfqg,N,0.0,0.0,0,0,0,0,0,1.0,59.0,5.709031909,-1.065689593,-0.330177349,1.0,34.0,0,26.0,10.70588235,0.0,1.0,0,1.0,0.0,0,0,0,0,-1.0,0.227491469,1,59,5.709031909,-1.065689593,-0.330177349,1,34,26,10.70588235,0,1,1,0,ON TASK,1,1,-0.0,0.0,0.764481034989709,148.434829634,0,1,-0.0,-0.330177349
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-67,stuZx59mub,N,1.0,0.0,0,0,0,0,0,0.0,12.0,0.125586046,-0.210711518,0.94091945,0.0,0.0,0,0.0,16.28571429,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999999919,0.999999919,0,18,0.659958473,0.049594066,1.183859593,0,0,0,11.57142857,0,0,0,0,ON TASK,0,0,0.999999919,0.999999919,0.0,0.0,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-68,stuZw5vc19,N,1.0,0.0,0,0,0,0,0,0.0,6.0,-0.249093533,7.798146456,6.939926927,0.0,0.5,0,0.0,6.461538462,0.0,0.0,0,1.5,0.0,0,0,1,0,0.998916343,0.998916343,0,9,-0.240399256,7.822037298,7.013071065,0,0,0,7.0,0,0,1,0,ON TASK,0,0,0.998916343,0.998916343,0.0,-0.0,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-70,stuZ6dkan1,N,0.0,0.0,0,0,0,0,0,0.0,6.333333333,-0.407319922,-0.363343249,-1.469696115,1.0,4.666666667,0,0.333333333,12.45714286,0.333333333,0.333333333,0,0.0,0.0,0,0,0,0,0.28609832,0.28609832,0,10,-0.000850883,-0.131792589,-1.740127294,1,1,1,10.0,0,0,0,0,ON TASK,0,1,0.0,0.0,0.9900990099009901,-0.000850883,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-71,stuZnhvc86,N,0.5,0.5,0,0,0,0,0,0.0,5.5,-0.138324873,-0.821751458,-1.644743827,0.5,0.5,0,2.5,5.510416667,0.0,0.0,0,0.0,0.0,0,0,0,1,0.800696179,0.800696179,0,8,-0.276649746,-0.572839506,-1.780614409,1,1,5,6.6875,0,0,0,0,ON TASK,0,1,0.0,0.0,4.9504950495049505,-1.3832487299999998,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-8,stuZe5mjun,N,0.0,0.0,0,0,0,0,0,0.666666667,3.333333333,-0.28874299,-0.257038127,-0.737791871,1.0,2.0,0,0.333333333,8.25,1.0,1.0,0,0.666666667,0.0,0,0,0,0,-1.0,0.28609832,1,3,-0.343455068,-0.21102727,-0.778964958,1,3,0,10.0,2,2,1,0,ON TASK,1,1,-0.0,0.0,0.0,-0.0,2,2,-0.42205454,-1.557929916
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-9,stuZy5vvzo,N,0.666666667,0.0,0,0,0,0,0,0.0,33.33333333,3.547253263,1.400692749,1.914333247,0.333333333,0.333333333,0,0.333333333,33.5,0.0,0.0,0,0.0,0.0,0,0,0,0,0.28609832,0.28609832,0,99,12.26251897,1.470721487,-0.288012919,1,1,1,99.0,0,0,0,0,ON TASK,0,1,0.0,0.0,0.9900990099009901,12.26251897,0,0,0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-100,stuZlmtxee,N,1.0,0.0,0,0,0,0,0,1.0,12.0,-0.190196078,12.75232127,14.5882122,0.0,4.0,0,0.0,17.5,2.0,2.0,0,2.0,0.0,0,0,1,0,-1.0,0.28609832,1,12,-0.190196078,12.75232127,14.5882122,0,4,0,17.5,2,2,2,0,ON TASK,1,0,-1.0,0.28609832,0.0,-0.0,2,2,25.50464254,29.1764244
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-102,stuZqf7gvd,N,1.0,0.0,0,0,0,0,0,0.0,13.0,0.377145389,-0.824287489,-1.163047383,0.0,0.0,0,0.0,14.0,0.0,0.0,0,2.0,0.0,0,0,1,0,0.988464307,0.988464307,0,11,0.201012089,-0.227714022,-0.907230919,0,0,0,13.0,0,0,2,0,ON TASK,0,0,0.988464307,0.988464307,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-103,stuZtp0ofb,N,0.75,0.0,0,0,0,0,0,0.5,8.75,-0.235182397,-0.7887174,-0.44360952,0.25,1.5,0,0.0,15.14629121,1.25,1.25,0,1.0,0.0,0,0,1,0,0.999997363,0.999997363,0,16,0.485226002,-1.425955591,-0.987518116,0,0,0,21.0,0,0,1,0,ON TASK,0,0,0.999997363,0.999997363,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-104,stuZs5hpzl,N,1.0,0.0,0,0,0,0,0,0.0,5.0,-0.441632653,-0.78916922,-0.157401933,0.0,3.0,0,0.0,5.0,0.0,0.0,0,1.0,0.0,0,0,1,0,0.888286674,0.888286674,0,5,-0.441632653,-0.78916922,-0.157401933,0,3,0,5.0,0,0,1,0,ON TASK,0,0,0.888286674,0.888286674,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-105,stuZkdgidj,N,0.666666667,0.333333333,0,0,0,0,0,0.666666667,6.666666667,-0.333293434,-1.110054571,-2.004424127,0.333333333,1.333333333,0,0.666666667,7.333333333,0.666666667,0.666666667,0,1.333333333,0.0,0,0,1,0,-1.0,0.227491469,1,6,-0.323218997,-1.120274545,-1.985750735,0,1,0,6.0,1,1,2,0,ON TASK,1,0,-1.0,0.227491469,0.0,-0.0,1,1,-1.120274545,-1.985750735
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-106,stuZkfw2fn,N,1.0,0.0,0,0,0,0,0,0.25,12.0,-0.240793475,-0.082736296,0.498833218,0.0,0.25,0,0.0,14.16666667,0.0,0.0,0,0.5,0.0,0,0,1,0,0.888286674,0.888286674,0,35,0.26686217,-1.230036069,-1.251312665,0,0,0,35.0,0,0,0,0,ON TASK,0,0,0.888286674,0.888286674,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-110,stuZ7qe7sr,N,1.0,0.0,0,0,0,0,0,0.25,3.0,-0.337031538,0.111562782,1.245061744,0.0,0.75,0,0.0,8.092857143,0.5,0.5,0,1.75,0.0,0,0,1,0,0.999999919,0.999999919,0,-1,-1.0,-0.348126153,-0.409795486,0,0,0,3.428571429,0,0,1,0,ON TASK,0,0,0.999999919,0.999999919,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-111,stuZsh0xad,N,1.0,0.0,0,0,0,0,0,0.0,3.666666667,-0.380161273,-0.110428051,-0.766616175,0.0,0.333333333,0,0.0,5.203030303,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999990623,0.999990623,0,-1,-1.0,-0.122760306,-0.402046021,0,0,0,4.0,0,0,0,0,ON TASK,0,0,0.999990623,0.999990623,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-13,stuZkdgidj,N,1.0,0.0,0,0,0,0,0,0.5,3.75,-0.625887866,-1.650630608,-2.405058341,0.0,1.25,0,0.0,4.85,0.0,0.5,0,0.0,0.0,0,0,1,0,-1.0,0.227491469,1,0,-0.909231791,-1.594319674,-2.827764544,0,2,0,0.0,0,0,0,0,ON TASK,1,0,-1.0,0.227491469,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-14,stuZkfw2fn,N,1.0,0.0,0,0,0,0,0,0.0,15.0,0.270536621,1.4839298,2.786238259,0.0,0.0,0,0.0,15.0,0.0,0.0,0,0.0,0.0,0,0,1,0,0.888286674,0.888286674,0,30,1.376937009,0.875621347,2.355169097,0,0,0,30.0,0,0,0,0,ON TASK,0,0,0.888286674,0.888286674,0.0,0.0,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-17,stuZvizcv6,N,1.0,0.0,0,0,0,0,0,0.0,28.0,0.867610954,-0.335007685,-1.664104494,0.0,0.0,0,0.0,25.75,0.0,0.0,0,1.0,0.0,0,0,1,0,0.999899152,0.999899152,0,28,0.867610954,-0.335007685,-1.664104494,0,0,0,25.75,0,0,1,0,ON TASK,0,0,0.999899152,0.999899152,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-18,stuZ7qe7sr,N,0.5,0.0,0,0,0,0,0,0.5,14.5,-0.069659632,-0.308920274,-0.808223737,0.5,1.0,0,0.5,11.33333333,0.5,0.5,0,0.5,0.0,0,0,1,0,-1.0,0.28609832,1,17,0.080395267,-0.335237628,-0.781407953,0,1,0,17.0,1,1,1,0,ON TASK,1,0,-1.0,0.28609832,0.0,0.0,1,1,-0.335237628,-0.781407953
